"analysis","model_id","n","events","event_rate","brier","log_loss","c_statistic","calibration_in_the_large","calibration_intercept","calibration_slope","observed_expected_ratio"
"largest_hospital_exclusion","M0",615,152,0.247154471544715,0.174273963851327,0.527373268260532,0.686071956348755,-0.0480509232542742,-0.319997107587314,0.711743710059055,0.969362248130045
"largest_hospital_exclusion","M_MP",615,152,0.247154471544715,0.170717241533506,0.519521865369078,0.699030919631693,-0.0317816678622234,-0.278920960242635,0.740920314663531,0.979901906365365
"largest_hospital_exclusion","M_4DPRR",615,152,0.247154471544715,0.173162805616429,0.526544569073326,0.693929748777993,-0.137493451484014,-0.397941281260934,0.691226450745586,0.917501692925051
"largest_hospital_exclusion","M_DPRR",615,152,0.247154471544715,0.171671704153804,0.523613033538954,0.696629532795271,0.0655638757015837,-0.282319783196656,0.666726095687313,1.04168078113453
"largest_hospital_exclusion","M_ENERGY",615,152,0.247154471544715,0.172028744937907,0.522953944792227,0.696927929976128,-0.0719766446651523,-0.343811123612529,0.703060516005048,0.955716956424867
