"analysis","minimum_hospital_n","eligible_hospitals","retained_patients","retained_events","model_id","n","events","weighted_event_rate","brier","log_loss","c_statistic","calibration_in_the_large","calibration_intercept","calibration_slope","observed_expected_ratio"
"equal_hospital_weighted",10,15,1136,334,"M0",1136,334,0.275069405642046,0.187182346452328,0.56009280137687,0.678559092707952,0.0559310837976719,-0.245397214771164,0.673366114711711,1.03576829872758
"equal_hospital_weighted",10,15,1136,334,"M_MP",1136,334,0.275069405642046,0.186252446082585,0.561248611754103,0.678158025030612,0.0670175682719521,-0.254594723195216,0.657652311191904,1.04278473202515
"equal_hospital_weighted",10,15,1136,334,"M_4DPRR",1136,334,0.275069405642046,0.187954696823212,0.564950628353583,0.679320372786526,-0.0228424788765325,-0.348766689914505,0.614835210199975,0.986173164525432
"equal_hospital_weighted",10,15,1136,334,"M_DPRR",1136,334,0.275069405642046,0.190529364839532,0.575401042008498,0.664038326877162,0.136009112490481,-0.317561232452964,0.55025334987349,1.08526332809526
"equal_hospital_weighted",10,15,1136,334,"M_ENERGY",1136,334,0.275069405642046,0.188104616677171,0.565691942471641,0.6783185801164,0.0451623610144684,-0.307820135677295,0.616964403951888,1.02832312956937
