"hospitals","hospitals_with_events","hospitals_with_non_events","hospitals_with_at_least_10_patients","minimum_n","median_n","maximum_n","minimum_events","median_events","maximum_events","largest_center_n","largest_center_events","largest_center_fraction"
34,21,33,15,1,9,596,0,2.5,196,596,196,0.49215524360033
